C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_453.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_453.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_453.jpg,0,1,0,6.882233
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_551.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_551.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_551.jpg,0,1,0,8.020041
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_655.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_655.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_655.jpg,0,1,0,9.146797
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_743.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_743.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_743.jpg,0,1,0,10.04026
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_842.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_842.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_842.jpg,0,1,0,11.14718
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_03_940.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_03_940.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_03_940.jpg,0,1,0,11.99383
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_063.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_063.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_063.jpg,-0.3,1,0,13.46148
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_161.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_161.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_161.jpg,-0.5500001,1,0,14.54219
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_264.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_264.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_264.jpg,0,1,0,15.46681
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_342.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_342.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_342.jpg,-0.2,1,0,16.30692
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_443.jpg,-0.45,1,0,17.32691
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_544.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_544.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_544.jpg,0,1,0,18.31739
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_634.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_634.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_634.jpg,-0.25,1,0,19.33198
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_741.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_741.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_741.jpg,0,1,0,20.34569
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_843.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_843.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_843.jpg,0,1,0,21.34299
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_04_934.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_04_934.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_04_934.jpg,-0.25,1,0,22.31298
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_041.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_041.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_041.jpg,-0.5000001,1,0,23.17167
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_153.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_153.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_153.jpg,0,1,0,24.30452
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_245.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_245.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_245.jpg,0,1,0,25.07209
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_345.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_345.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_345.jpg,-0.25,1,0,26.00573
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_443.jpg,-0.5000001,1,0,26.81508
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_533.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_533.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_533.jpg,-0.7500002,0.7312582,0,27.20857
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_643.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_643.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_643.jpg,-1,1,0,27.69795
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_745.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_745.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_745.jpg,0,1,0,28.51349
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_827.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_827.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_827.jpg,0,1,0,29.40318
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_05_969.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_05_969.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_05_969.jpg,-0.35,0.5765129,0,30.00071
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_038.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_038.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_038.jpg,-0.5000001,0.3629041,0,29.9798
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_129.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_129.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_129.jpg,-0.7500002,0.09166211,0,29.5585
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_250.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_250.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_250.jpg,-1,0,0,28.71391
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_346.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_346.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_346.jpg,0,0,0,28.31437
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_443.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_443.jpg,0,0,0,28.05655
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_688.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_688.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_688.jpg,0,0.7335491,0,29.48298
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_801.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_801.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_801.jpg,0,0.6919903,0,30.113
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_889.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_889.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_889.jpg,0,0.4350615,0,30.04575
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_06_986.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_06_986.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_06_986.jpg,0.2,0.1472569,0,29.88142
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_088.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_088.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_088.jpg,0.5000001,0,0,29.27088
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_195.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_195.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_195.jpg,0.7500002,0,0,28.75087
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_304.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_304.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_304.jpg,1,0,0,28.06572
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_384.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_384.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_384.jpg,1,0,0,27.6627
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_460.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_460.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_460.jpg,0,0,0,27.29945
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_552.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_552.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_552.jpg,0.25,0,0,27.12353
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_636.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_636.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_636.jpg,0.45,0,0,26.87522
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_734.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_734.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_734.jpg,0,0,0,26.50238
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_839.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_839.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_839.jpg,0,0,0,26.29193
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_07_933.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_07_933.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_07_933.jpg,0,0,0,26.01805
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_039.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_039.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_039.jpg,0,0.314773,0,26.08879
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_126.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_126.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_126.jpg,-0.2,0.05326709,0,25.95298
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_220.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_220.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_220.jpg,-0.45,0,0,25.59062
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_307.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_307.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_307.jpg,-0.7,0,0,25.08846
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_412.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_412.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_412.jpg,-0.9500002,0,0,24.47869
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_497.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_497.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_497.jpg,-1,0,0,23.98601
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_602.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_602.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_602.jpg,0,0,0,23.62573
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_683.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_683.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_683.jpg,0,0,0,23.4093
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_788.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_788.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_788.jpg,-0.3,0,0,23.11967
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_08_903.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_08_903.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_08_903.jpg,0,0,0,22.75053
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_004.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_004.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_004.jpg,0,0,0,22.65034
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_098.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_098.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_098.jpg,0,0,0,22.29184
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_203.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_203.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_203.jpg,0,0,0,22.20153
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_303.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_303.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_303.jpg,0,0,0,21.83617
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_394.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_394.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_394.jpg,0,0.2761409,0,22.03567
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_505.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_505.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_505.jpg,0,0,0,21.75654
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_595.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_595.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_595.jpg,0,0,0,21.63884
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_708.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_708.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_708.jpg,0,0.3384375,0,21.82667
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_796.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_796.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_796.jpg,0,0.07179257,0,21.74019
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_09_910.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_09_910.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_09_910.jpg,-0.3,0,0,21.45817
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_10_018.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_10_018.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_10_018.jpg,0,0,0,21.08377
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_10_115.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_10_115.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_10_115.jpg,0,0,0,21.03675
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_10_226.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_10_226.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_10_226.jpg,0,0,0,20.60321
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_10_313.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_10_313.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_10_313.jpg,-0.25,0,0,20.63983
C:\Users\vedic\PycharmProjects\Self-Drive\IMG\center_2017_12_03_03_14_10_419.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\left_2017_12_03_03_14_10_419.jpg,C:\Users\vedic\PycharmProjects\Self-Drive\IMG\right_2017_12_03_03_14_10_419.jpg,-0.5000001,0,0,20.02147
